strategy,sharpe,volatility,mean_return
enet,0.21600122249027953,0.07303201349247147,0.015775004195300427
extra,0.3541653441357976,0.08221526491397746,0.029117797591474592
enet_EW,0.2178034924283631,0.113595992044719,0.02474160379320435
