strategy,sharpe,volatility,mean_return
enet,0.2031320080299845,0.07345247321599191,0.01492054837913309
extra,0.33281175532345597,0.07862963726311185,0.02616886759798288
enet_EW,0.2298088373028423,0.11351921420885926,0.02608771862887024
