date,return,cum_return,strategy
2021-02-24,0.04913753017984632,1.0491375301798462,enet
2021-03-03,0.016913765551591707,1.066882396396684,enet
2021-03-10,0.08032137412476484,1.1525758565047877,enet
2021-03-17,-0.01575439910740971,1.1344177164598466,enet
2021-03-24,0.10607384478794629,1.2547497652403048,enet
2021-03-31,-0.11930688553645552,1.1050494786218854,enet
2021-04-07,-0.14926874526432463,0.9401001294930004,enet
2021-04-14,0.06646434667977924,1.0025832704133284,enet
2021-04-21,0.020264898679072045,1.0229005188055873,enet
2021-04-28,0.14949759415255004,1.175821685424418,enet
2021-05-05,0.017001682945452384,1.1958126329203913,enet
2021-05-12,-0.07300314860504989,1.108514545575508,enet
2021-05-19,0.011535910618528392,1.1213022702926059,enet
2021-05-26,-0.07227162598233011,1.040263932000881,enet
2021-06-02,0.09352048600068597,1.1375499204905881,enet
2021-06-09,0.04251162504578104,1.1859090161813421,enet
2021-06-16,0.04283137665482712,1.2367031319317607,enet
2021-06-23,-0.08377701664122425,1.1330958330676595,enet
2021-06-30,-0.02658978496003976,1.1029670585272733,enet
2021-07-07,0.1399509150094993,1.2573283075935011,enet
2021-07-14,-0.026516003861732893,1.2239889853338857,enet
2021-07-21,0.09560735996187797,1.341011340844076,enet
2021-07-28,-0.04965205829214633,1.2744273675780566,enet
2021-08-04,-0.12096727065058682,1.1202633672797269,enet
2021-08-11,0.07034637987314604,1.1990698396723563,enet
2021-08-18,-0.01896742404033791,1.1763265735693107,enet
2021-08-25,0.1709107214081956,1.3773733968696724,enet
2021-09-01,0.08714747330278885,1.4974080082013437,enet
2021-09-08,0.12560972022141198,1.6854970091688162,enet
2021-09-15,-0.0754081528260159,1.5583967931136213,enet
2021-09-22,-0.12285272561400079,1.3669434994914949,enet
2021-09-29,-0.04262005805499896,1.308684288185264,enet
2021-10-06,-0.16036383957593722,1.0988186509391726,enet
2021-10-13,-0.01753956343311759,1.0795458515095324,enet
2021-10-20,0.11743909124742358,1.2063267352707379,enet
2021-10-27,0.05254863404519294,1.2697175574214123,enet
2021-11-03,0.03726715572588453,1.3170363193617258,enet
2021-11-10,0.167600514727614,1.5377722844017134,enet
2021-11-17,0.150344633864672,1.768968095467329,enet
2021-11-24,-0.1209795436072033,1.554959142621988,enet
2021-12-01,-0.02612692734880453,1.514332838072344,enet
2021-12-08,-0.008538435704866747,1.501402804498695,enet
2021-12-15,0.000911365116256127,1.5027711306401643,enet
2021-12-22,0.027744687736576353,1.5444650463993175,enet
2021-12-29,0.09338569014342678,1.6886959806597173,enet
2022-01-05,0.05940523907534011,1.7890133691163737,enet
2022-01-12,-0.03663866643543301,1.7234663050367887,enet
