date,return,cum_return,strategy
2021-02-24,-0.022173745211553936,0.9778262547884461,enet
2021-03-03,0.015939404320796366,0.9934122228190091,enet
2021-03-10,0.17752167431866772,1.169764423902469,enet
2021-03-17,0.028607147082469857,1.2032280468288874,enet
2021-03-24,0.07720916578337436,1.2961282805717047,enet
2021-03-31,-0.051442868681479036,1.2294517236399032,enet
2021-04-07,-0.10418933761770235,1.1013559629209193,enet
2021-04-14,0.02695510051691132,1.1310431236063523,enet
2021-04-21,-0.040911445366850534,1.084770514647379,enet
2021-04-28,0.20380212254657964,1.3058490480084604,enet
2021-05-05,-0.012608973167888123,1.2893836324008094,enet
2021-05-12,-0.0418679237625137,1.2353998167788194,enet
2021-05-19,0.050116661462288006,1.2973139311668962,enet
2021-05-26,-0.005498637176391673,1.290180472555531,enet
2021-06-02,-0.003366519456131617,1.2858370548927518,enet
2021-06-09,-0.045756848900148986,1.2270012030618116,enet
2021-06-16,0.014185031352719812,1.2444062535970684,enet
2021-06-23,0.026235865919338963,1.277054329215628,enet
2021-06-30,0.0038369158336471754,1.281954279191823,enet
2021-07-07,0.07542305462028306,1.3786431868120135,enet
2021-07-14,0.010055711114741586,1.392506424428902,enet
2021-07-21,0.03363538344831403,1.439343911968809,enet
2021-07-28,0.020933396327131558,1.469474268529096,enet
2021-08-04,-0.007477099312476677,1.458486863486175,enet
2021-08-11,-0.12898064869842893,1.270370281715591,enet
2021-08-18,0.050524466758886215,1.3345550627856073,enet
2021-08-25,-0.11844685047294004,1.1764812188159355,enet
2021-09-01,-0.046284668526203644,1.122028175575736,enet
2021-09-08,0.03911413189653312,1.1659153336268318,enet
2021-09-15,-0.0018127692474454102,1.163801798164908,enet
2021-09-22,0.005042268132773697,1.1696699988846597,enet
2021-09-29,-0.0022292715756416157,1.1670624868032655,enet
2021-10-06,0.009541708215202716,1.1781982565212512,enet
2021-10-13,-0.004842062228306427,1.1724933472458932,enet
2021-10-20,0.07871584771151278,1.2647871550104628,enet
2021-10-27,-0.030309517721369174,1.2264520663219132,enet
2021-11-03,0.006159616988519537,1.2340065413052346,enet
2021-11-10,0.09800253228403587,1.3549423072082123,enet
2021-11-17,-0.015924082969424574,1.3333660934894451,enet
2021-11-24,0.017126913907950705,1.3562025397804194,enet
2021-12-01,0.028808989409636297,1.3952733643862754,enet
2021-12-08,-0.004344368374753181,1.3892117829079003,enet
2021-12-15,-0.037154459539501763,1.3375963699280495,enet
2021-12-22,0.01930214541759811,1.3634148495704521,enet
2021-12-29,-0.04377238965895995,1.303734923508242,enet
2022-01-05,0.02434012386627218,1.3354679930352176,enet
2022-01-12,0.0356654659225011,1.383098081231406,enet
2022-01-19,-0.0016516960777157308,1.38081362355554,enet
2022-01-26,0.013274012676353253,1.3991425610982975,enet
2022-02-02,0.017251231423007336,1.4232794932135835,enet
2022-02-09,0.017042226246979493,1.447535344349616,enet
2022-02-16,-0.020182982549566568,1.418319763754727,enet
2022-02-23,0.008631682008324931,1.4305622489415803,enet
2022-03-02,-0.020955324973190623,1.4005843521206311,enet
2022-03-09,0.010736877267470815,1.4156222544120904,enet
2022-03-16,0.009822564222119322,1.4295272949203144,enet
2022-03-23,-0.006912620258487837,1.419645515581387,enet
2022-03-30,-0.019408199352299683,1.3920927524053852,enet
2022-04-06,-0.008891621256483784,1.3797147908971004,enet
2022-04-13,0.011208719889211492,1.395179627515268,enet
2022-04-20,-0.006571494629055119,1.3860112120864843,enet
2022-04-27,0.0007367970213135377,1.3870324210190565,enet
2022-05-04,0.0033259943194971497,1.3916456829723245,enet
2022-05-11,-0.037070327699733896,1.3400569214626203,enet
2022-05-18,-0.04749367057041203,1.276412699489074,enet
2022-05-25,-0.042489177998951674,1.2221789731003605,enet
2022-06-01,0.00861883356539907,1.232712730256643,enet
2022-06-08,0.050895348942731455,1.295452074809202,enet
2022-06-15,0.03526896110027031,1.3411413236429122,enet
2022-06-22,0.02057901334391769,1.368740688838239,enet
2022-06-29,-0.05059741770100712,1.2994859444807263,enet
2022-07-06,-0.017279877973490926,1.2770309859318327,enet
2022-07-13,-0.014443169531856183,1.2585866109045858,enet
2022-07-20,0.0181677320459434,1.2814522752081123,enet
2022-07-27,0.025426338419909836,1.3140349144265173,enet
2022-08-03,0.025432223919859647,1.3474537446087262,enet
2022-08-10,-0.017437537449877444,1.323957469475134,enet
2022-08-17,0.052763902817217816,1.3938146327286494,enet
2022-08-24,-0.001745390073710643,1.391381882504092,enet
2022-08-31,0.016836069598108128,1.4148072847154778,enet
2022-09-07,-0.019126736817963754,1.387746638132587,enet
2022-09-14,-0.036312352826037377,1.3373542925755693,enet
2022-09-21,0.006689222293023853,1.346300152723137,enet
2022-09-28,0.014697616089060917,1.3660875555085057,enet
2022-10-05,-0.014641355267971962,1.3460861822811503,enet
2022-10-12,0.011441843983914093,1.361487890367714,enet
2022-10-19,0.04633702126067954,1.4245751836898404,enet
2022-10-26,-0.014871346540934348,1.4033898324595735,enet
2022-11-02,0.004652645298109579,1.4099193075649812,enet
2022-11-09,0.009329638228887799,1.4230733446364865,enet
2022-11-16,0.0070347145501979185,1.4330842593999995,enet
2022-11-23,-0.007658503438441124,1.4221089786718089,enet
2022-11-30,0.04503644548397126,1.486155712162028,enet
2022-12-07,0.011074310538623705,1.5026138620272598,enet
2022-12-14,-0.00788684735143118,1.4907629758693064,enet
2022-12-21,0.0643576730978231,1.586705012136641,enet
2022-12-28,0.018920476399556626,1.6167262268718303,enet
2023-01-04,-0.001690871323715924,1.6139925508565134,enet
