date,return,cum_return,strategy
2021-02-24,0.10301383868393052,1.1030138386839305,enet
2021-03-03,0.11590415270491275,1.2308577230783848,enet
2021-03-10,0.11049937259216223,1.3668667292287635,enet
2021-03-17,-0.015240896009269325,1.3460344555500579,enet
2021-03-24,0.14147108003042508,1.5364594037348898,enet
2021-03-31,-0.11802090544000232,1.355125073734292,enet
2021-04-07,-0.08862520997000702,1.235026829538969,enet
2021-04-14,0.04213828238212397,1.2870687388315813,enet
2021-04-21,0.008921591824451538,1.2985514407694485,enet
2021-04-28,0.16999314293256135,1.519296281445453,enet
2021-05-05,0.04991305437161467,1.5951289993478317,enet
2021-05-12,-0.07365052101166815,1.477646917465043,enet
2021-05-19,-0.023664256135698218,1.4426795023320254,enet
2021-05-26,-0.04173205022285642,1.3824735288852197,enet
2021-06-02,0.06835785655849257,1.4769764560686687,enet
2021-06-09,0.05617552455742793,1.5599463832472973,enet
2021-06-16,-0.0006126909289786847,1.5589906182485886,enet
2021-06-23,-0.06081229117930798,1.4641848268258462,enet
2021-06-30,0.034465007049218975,1.5146479672037585,enet
2021-07-07,0.11595659411542589,1.6902813867645596,enet
2021-07-14,-0.01998389463221402,1.656502981632664,enet
2021-07-21,0.028015863201148128,1.7029113425583788,enet
2021-07-28,-0.03336515127803273,1.6460934480008407,enet
2021-08-04,-0.13213906427815253,1.4285802000676118,enet
2021-08-11,0.05594203459893422,1.5084978830471467,enet
2021-08-18,-0.006599454958016187,1.4985426192137143,enet
2021-08-25,0.1740645811043966,1.7593858124942348,enet
2021-09-01,0.02512579573089682,1.8035917810308029,enet
2021-09-08,0.027872197667581793,1.8538618476633193,enet
2021-09-15,-0.06569174895285675,1.7320784205733413,enet
2021-09-22,-0.09550215131158865,1.5666612051682085,enet
2021-09-29,0.0793256806593218,1.6909376716307303,enet
2021-10-06,-0.14016261232185953,1.4539314303015243,enet
2021-10-13,-0.052347764235097065,1.3778213705741027,enet
2021-10-20,0.099346923803972,1.5147036852920122,enet
2021-10-27,-0.025336472459447257,1.476326437085388,enet
2021-11-03,0.01575399936520443,1.4995844828380658,enet
2021-11-10,0.26209829615411795,1.892623020729077,enet
2021-11-17,0.08458524780026613,2.0527110079299344,enet
